,1,2,labels
0,-0.882099449634552,0.47106319665908813,b
1,-0.8753172755241394,0.4835491180419922,b
2,-0.8789141178131104,0.4769800007343292,b
3,-0.8717214465141296,0.4900018274784088,b
4,-0.8959176540374756,0.4442201852798462,b
5,-0.877077579498291,0.48034870624542236,b
6,-0.8774168491363525,0.4797288179397583,b
7,-0.9222337007522583,0.3866328001022339,b
8,-0.8980041742324829,0.4399868845939636,b
9,-0.9367841482162476,0.3499077558517456,b
10,-0.936642050743103,0.3502879738807678,b
11,-0.5552627444267273,0.8316749930381775,b
12,-0.553568422794342,0.8328037261962891,b
13,-0.9241930246353149,0.3819255530834198,b
14,-0.5590720772743225,0.829119086265564,b
15,-0.6758745312690735,0.7370167374610901,b
16,-0.6445086598396301,0.7645969986915588,b
17,-0.5561926364898682,0.8310533761978149,b
18,-0.9796028733253479,-0.20094333589076996,b
19,-0.668053150177002,0.7441135048866272,b
20,-0.6445083022117615,0.7645973563194275,b
21,-0.6447473764419556,0.7643957138061523,b
22,-0.607322096824646,0.7944556474685669,b
23,-0.8471290469169617,0.531387209892273,b
24,0.9447022676467896,-0.32792937755584717,b
25,-0.6409155130386353,0.7676113843917847,b
26,-0.6246192455291748,0.780929446220398,b
27,-0.6097605228424072,0.7925857901573181,b
28,-0.6775285005569458,0.7354965209960938,b
29,-0.6070443391799927,0.7946678996086121,b
30,-0.6093509197235107,0.7929006814956665,b
31,-0.6097341179847717,0.7926060557365417,b
32,-0.607626736164093,0.7942226529121399,b
33,-0.6086270213127136,0.793456494808197,b
34,0.9428732991218567,-0.33315157890319824,b
35,-0.9251086711883545,0.37970250844955444,b
36,-0.9252342581748962,0.3793962895870209,b
37,-0.6421248912811279,0.7665999531745911,b
38,-0.9400219321250916,0.3411138355731964,b
39,-0.6416585445404053,0.7669903635978699,b
40,-0.6564221978187561,0.7543936967849731,b
41,-0.5589106678962708,0.8292279243469238,id=17418699
42,-0.5598917007446289,0.828565776348114,b
43,-0.9259326457977295,0.37768852710723877,b
44,-0.9284614324569702,0.37142887711524963,b
45,-0.636044979095459,0.7716519236564636,b
46,-0.3488099277019501,-0.9371935725212097,b
47,-0.3179849684238434,-0.9480957388877869,b
48,0.6736946105957031,-0.7390099167823792,b
49,-0.344852477312088,-0.9386569261550903,b
50,-0.3154524266719818,-0.9489413499832153,b
51,-0.9984629154205322,-0.05542437732219696,b
52,-0.9925745129585266,-0.12163779139518738,b
53,-0.9961098432540894,-0.08812028169631958,b
54,-0.9973401427268982,-0.07288792729377747,b
55,-0.9985824823379517,-0.05322656035423279,b
56,-0.7393152713775635,0.6733594536781311,b
57,-0.9961754083633423,-0.087376169860363,b
58,-0.9963023066520691,-0.08591663837432861,b
59,-0.7387781143188477,0.6739487648010254,b
60,-0.9975070953369141,-0.07056674361228943,b
61,-0.9942412972450256,-0.10716472566127777,b
62,-0.9975436329841614,-0.07004769146442413,b
63,-0.9924374222755432,-0.12275153398513794,b
64,-0.9973263144493103,-0.07307617366313934,b
65,-0.9972350597381592,-0.0743115171790123,b
66,-0.973218560218811,0.22988177835941315,b
67,-0.9963500499725342,-0.08536110073328018,b
68,-0.9917429089546204,-0.12824146449565887,b
69,-0.9925493597984314,-0.12184345722198486,b
70,-0.9975436329841614,-0.07004769146442413,b
71,-0.9974457025527954,-0.07142885029315948,b
72,-0.9974066019058228,-0.07197291404008865,b
73,-0.3244469165802002,-0.9459038376808167,b
74,-0.9964008927345276,-0.08476593345403671,b
75,-0.9963023066520691,-0.08591697365045547,b
76,-0.9967544674873352,-0.08050142973661423,b
77,-0.9622088074684143,0.2723126709461212,b
78,-0.08769242465496063,-0.9961475729942322,b
79,-0.9811042547225952,0.19348011910915375,b
80,-0.08706405013799667,-0.9962027668952942,b
81,-0.9687411189079285,0.24807395040988922,b
82,-0.9725184440612793,0.23282578587532043,b
83,-0.9640766978263855,0.2656237483024597,b
84,-0.9633874893188477,0.2681129276752472,b
85,-0.979194700717926,0.2029227912425995,b
86,-0.9776217341423035,0.2103702872991562,b
87,-0.9813147783279419,0.19240926206111908,b
88,-0.9687409996986389,0.24807411432266235,b
89,0.24190692603588104,0.970299482345581,b
90,-0.9793978929519653,0.20194019377231598,b
91,-0.9725558757781982,0.23266921937465668,b
92,-0.9794080853462219,0.20189061760902405,b
93,-0.9810577034950256,0.1937156319618225,b
94,-0.9811928272247314,0.1930302083492279,b
95,-0.9793223142623901,0.20230652391910553,b
96,-0.9645878076553345,0.26376208662986755,b
97,-0.972204327583313,0.23413392901420593,b
98,-0.9609066247940063,0.27687257528305054,b
99,-0.9753051400184631,0.22086171805858612,b
100,-0.9822158813476562,0.18775473535060883,b
101,-0.9798243045806885,0.19986051321029663,b
102,-0.9813823103904724,0.19206447899341583,id=17419449
103,-0.9816131591796875,0.1908809244632721,b
104,-0.9806988835334778,0.19552397727966309,b
105,-0.9615389108657837,0.27466869354248047,Huffington Post
106,-0.9807667136192322,0.19518345594406128,b
107,-0.9779755473136902,0.208719402551651,b
108,-0.9812537431716919,0.192720428109169,b
109,-0.8322979211807251,0.5543285012245178,b
110,-0.7497178912162781,0.6617574691772461,date=20140310&amp
111,-0.9927881956100464,0.11988116055727005,b
112,-0.7945018410682678,0.6072616577148438,b
113,-0.8249562978744507,0.5651965141296387,b
114,-0.7757129073143005,0.6310858726501465,b
115,-0.8166593313217163,0.5771200656890869,London South East
116,-0.7379549145698547,0.6748501062393188,London South East
117,-0.797267496585846,0.6036260724067688,b
118,-0.8517905473709106,0.5238825678825378,RTT News
119,-0.7311457991600037,0.6822212338447571,b
120,-0.7970837950706482,0.6038686633110046,b
121,-0.7638535499572754,0.6453897356987,b
122,-0.7518624663352966,0.6593199968338013,b
123,-0.7184523940086365,0.6955761909484863,b
124,-0.8029317855834961,0.5960709452629089,b
125,-0.7819178104400635,0.623381495475769,NASDAQ
126,-0.797382116317749,0.6034747362136841,b
127,-0.7734276056289673,0.6338847279548645,b
128,-0.775187611579895,0.6317311525344849,b
129,-0.7758887410163879,0.6308697462081909,b
130,-0.8166845440864563,0.5770843029022217,utm_campaign=sitemap
131,-0.7497178912162781,0.6617574691772461,b
132,-0.7519932985305786,0.6591708064079285,Reuters
133,-0.7808881998062134,0.6246707439422607,b
134,-0.8234578371047974,0.567377507686615,b
135,-0.7795858383178711,0.6262953877449036,b
136,-0.7428762316703796,0.669428825378418,b
137,-0.7756911516189575,0.6311126351356506,b
138,-0.779555082321167,0.6263335943222046,b
139,-0.7701894044876099,0.6378151774406433,b
140,-0.7574363350868225,0.652908980846405,b
141,-0.7575832009315491,0.6527386903762817,b
142,-0.7637431621551514,0.6455202102661133,b
143,-0.762249767780304,0.6472830176353455,b
144,-0.823959469795227,0.5666488409042358,b
145,-0.7574421763420105,0.6529021859169006,b
146,-0.7482139468193054,0.6634575128555298,utm_campaign=sitemap
147,-0.7590039968490601,0.6510860323905945,b
148,-0.7783671021461487,0.6278094053268433,b
149,-0.7528870701789856,0.658149778842926,b
150,-0.7500005960464478,0.6614371538162231,b
151,-0.8527905941009521,0.5222530364990234,London South East
152,-0.7835633754730225,0.6213119626045227,b
153,-0.8027929663658142,0.5962579250335693,b
154,-0.7956303954124451,0.6057823300361633,b
155,-0.8028461337089539,0.5961862802505493,b
156,-0.8546057939529419,0.5192773938179016,b
157,-0.8607860803604126,0.508966863155365,b
158,-0.7356307506561279,0.67738276720047,b
159,-0.7556118965148926,0.6550195217132568,b
160,-0.7948868870735168,0.606757640838623,b
161,-0.8546416163444519,0.5192182660102844,b
162,-0.7286359667778015,0.6849011778831482,b
163,-0.8263668417930603,0.5631321668624878,International Business Times
164,-0.7946810126304626,0.6070272922515869,b
165,-0.7616506218910217,0.6479878425598145,b
166,-0.7852697968482971,0.6191536784172058,b
167,-0.9054363369941711,-0.4244820773601532,b
168,-0.7712752223014832,0.6365018486976624,b
169,-0.7734233736991882,0.6338897347450256,b
170,-0.7975001335144043,0.6033188104629517,b
171,-0.7936273217201233,0.6084041595458984,b
172,-0.8010980486869812,0.5985332131385803,b
173,-0.7939647436141968,0.6079638004302979,b
174,-0.8097283244132996,0.5868049263954163,b
175,-0.77524334192276,0.6316627264022827,b
176,-0.8010028600692749,0.5986605286598206,b
177,-0.7979661226272583,0.6027024388313293,b
178,-0.7814209461212158,0.6240041851997375,b
179,-0.7963404059410095,0.6048486828804016,b
180,-0.7904804348945618,0.6124873161315918,b
181,-0.8010028600692749,0.5986605286598206,b
182,-0.8016542792320251,0.5977879166603088,b
183,-0.8006823658943176,0.5990890264511108,b
184,-0.8017584681510925,0.597648024559021,b
185,-0.7949587106704712,0.6066635251045227,b
186,-0.7982057929039001,0.6023847460746765,b
187,-0.7817683815956116,0.6235689520835876,b
188,-0.7622008919715881,0.6473405957221985,b
189,-0.7622230648994446,0.6473145484924316,b
190,-0.7619887590408325,0.6475902199745178,b
191,-0.7810109853744507,0.6245173215866089,Minneapolis Star Tribune
192,-0.7805638313293457,0.6250759959220886,b
193,-0.8904305696487427,0.45511919260025024,b
194,-0.7954111099243164,0.6060702204704285,b
195,-0.7754910588264465,0.6313585638999939,b
196,-0.8679728507995605,0.4966115951538086,b
197,-0.7964672446250916,0.604681670665741,b
198,-0.5777781009674072,0.8161938786506653,b
199,-0.5746484994888306,0.8184003829956055,b
200,-0.5834675431251526,0.8121363520622253,b
201,-0.9989472031593323,-0.04587499424815178,b
202,-0.5902685523033142,0.8072069883346558,b
